iata,icao,name,location,latitude,longitude,website,city,country,country_iso,phone
MBQ,HUMA,Mbarara Airport,"Mbarara, Uganda",-0.555,30.6,http://www.caa.co.ug/index.php?option=com_content&view=article&id=120&Itemid=69,,Uganda,UG,+256 41 4321465
MBT,RPVJ,Moises R. Espinosa Airport (Masbate Airport),"Masbate, Philippines",12.366758,123.62703,,Masbate City,Philippines,PH,+63 56 333 3007
MBX,LJMB,Maribor Edvard Rusjan Airport,"Maribor, Slovenia",46.478943,15.68382,,,Slovenia,SI,+386 2 629 11 75
ACS,UNKS,Achinsk Airport,"Achinsk, Krasnoyarsk Krai, Russia",56.270668,90.57025,,Achinsk,Russia,RU,
ACZ,OIZB,Zabol Airport,"Zabol, Iran",31.08782,61.54285,http://zabol.airport.ir/,Zabol,Iran,IR,+98 54 3222 4333
AER,URSS,Sochi International Airport,"Sochi, Krasnodar Krai, Russia",43.445015,39.943867,http://basel.aero/sochi/,Adler,Russia,RU,+7 800 301-19-91
AES,ENAL,"Ålesund Airport, Vigra","Ålesund, Norway",62.558655,6.1152782,https://avinor.no/flyplass/alesund/kontakt-oss/#!kontakt-flyplassen-3666,,Norway,NO,
AFZ,OIMS,Sabzevar Airport,"Sabzevar, Iran",36.171246,57.603333,https://sabzevar.airport.ir/,Sabzevar,Iran,IR,+98 51 4444 9100
AHO,LIEA,Alghero-Fertilia Airport,"Alghero, Sardinia, Italy",40.63358,8.291732,http://www.aeroportodialghero.it/,Alghero,Italy,IT,+39 079 935282
AHZ,LFHU,Alpe d'Huez Airport,"Alpe d'Huez, Rhône-Alpes, France",45.08861,6.084838,,Alpe d'Huez,France,FR,+33 6 88 48 70 49
AJL,VELP,Lengpui Airport,"Aizawl, Mizoram, India",23.838848,92.62417,,Aizawl,India,IN,+91 389 257 3233
MIN,YMPA,Minnipa Airport,"Minnipa, South Australia, Australia",-32.843666,135.14525,,Minnipa,Australia,AU,
MIP,LLMR,Mitzpe Ramon Airport,"Mitzpe Ramon, Israel",30.654825,34.808598,,Mitzpe Ramon,Israel,IL,
MIR,DTMB,Monastir Habib Bourguiba International Airport,"Monastir, Tunisia",35.758057,10.754722,http://www.habibbourguibaairport.com/,"Skanes, Monastir",Tunisia,TN,+216 73 521 300
MIT,KMIT,Shafter Airport (Minter Field),"Shafter, California, United States",35.505836,-119.19136,http://minterfield.com/,Shafter,United States,US,+1 661-393-0402
SCC,PASC,Deadhorse Airport,"Prudhoe Bay / Deadhorse, Alaska, United States",70.19716,-148.46109,http://www.dot.alaska.gov/stwdav/airports_public_northern.shtml,Prudhoe Bay,United States,US,+1 907-659-2553
SLQ,PASL,Sleetmute Airport,"Sleetmute, Alaska, United States",61.700695,-157.16623,http://dot.alaska.gov/stwdav/airports_public_central.shtml,Sleetmute,United States,US,+1 907-269-0756
MIW,KMIW,Marshalltown Municipal Airport,"Marshalltown, Iowa, United States",42.112778,-92.91778,http://www.miwairport.com/,Marshalltown,United States,US,+1 641-752-0012
MJB,,Mejit Airport (FAA: Q30),"Mejit Island, Marshall Islands",10.283333,170.869,,Mejit Atoll,Marshall Islands,MH,
BNT,AYDI,Bundi Airport,"Bundi, Papua New Guinea",25.434216,75.64975,,Bundi,India,IN,
BOT,AYET,Bosset Airport,"Bosset, Papua New Guinea",0.0,0.0,,,,,
YAV,,Mayne Island Water Aerodrome (Miner's Bay Seaplane Base) (TC: CAW7),"Mayne Island, British Columbia, Canada",0.0,0.0,,,,,
ELM,KELM,Elmira/Corning Regional Airport,"Elmira / Corning, New York, United States",42.15987,-76.89364,http://ecairport.com/,Horseheads,United States,US,+1 607-739-5621
MJC,DIMN,Man Airport,"Man, Ivory Coast",53.358803,-2.2727304,http://www.manchesterairport.co.uk/,,United Kingdom,GB,+44 808 169 7030
KKD,AYKO,Kokoda Airport,"Kokoda, Papua New Guinea",0.0,0.0,,,,,
KUY,,Kamusi Airport,"Kamusi, Papua New Guinea",0.0,0.0,,,,,
KWO,AYKW,Kawito Airport,"Kawito, Papua New Guinea",0.0,0.0,,,,,
AKJ,RJEC,Asahikawa Airport,"Asahikawa, Hokkaido, Japan",43.671078,142.4539,http://www.aapb.co.jp/,Higashikagura,Japan,JP,+81 166-83-3939
HTI,YBHM,Great Barrier Reef Airport,"Hamilton Island, Queensland, Australia",-20.351683,148.94875,http://www.hamiltonisland.com.au/getting-here/airport,Hamilton Island,Australia,AU,+61 7 4946 9999
AKL,NZAA,Auckland Airport,"Auckland, New Zealand",-37.008247,174.78503,http://www.aucklandairport.co.nz/,Auckland,New Zealand,NZ,+64 9-275 0789
MHT,KMHT,Manchester–Boston Regional Airport,"Manchester, New Hampshire, United States",42.929688,-71.43522,http://www.flymanchester.com/,Manchester,United States,US,+1 603-624-6539
IHU,,Ihu Airport,"Ihu, Papua New Guinea",0.0,0.0,,,,,
TQL,USDS,Tarko-Sale Airport,"Tarko-Sale, Yamalo-Nenets Autonomous Okrug, Russia",64.92259,77.78918,http://www.tsaero.ru/,Tarko-Sale,Russia,RU,+7 349 972-36-80
BPB,,Boridi Airport,"Boridi, Papua New Guinea",0.0,0.0,,,,,
MJF,ENMS,"Mosjøen Airport, Kjærstad","Mosjøen, Norway",65.78455,13.214656,https://avinor.no/flyplass/mosjoen/,Mosjøen,Norway,NO,+47 67 03 33 30
BPK,AYBQ,Biangabip Airport,"Biangabip, Papua New Guinea",0.0,0.0,,,,,
BTX,YBEO,Betoota Airport,"Betoota, Queensland, Australia",-25.641356,140.79135,,Birdsville,Australia,AU,
BUC,YBKT,Burketown Airport,"Burketown, Queensland, Australia",-17.745731,139.53853,,Burketown,Australia,AU,
AKT,LCRA,RAF Akrotiri,"Akrotiri, Cyprus",34.5901,32.98921,http://www.raf.mod.uk/rafakrotiri/,Akrotiri,,CY,
BDW,YBDF,Bedford Downs Airport,"Bedford Downs, Western Australia, Australia",-17.288021,127.47081,,Ord River,Australia,AU,
BGM,KBGM,Greater Binghamton Airport (Edwin A. Link Field),"Binghamton, New York, United States",42.208107,-75.98206,http://www.flybgm.com/,Johnson City,United States,US,+1 607-763-4471
BGN,UESG,Belaya Gora Airport,"Belaya Gora, Yakutia, Russia",68.55615,146.229,,Belaya Gora,Russia,RU,
BGO,ENBR,"Bergen Airport, Flesland","Bergen, Norway",60.29183,5.2220173,https://avinor.no/flyplass/bergen/,Bergen,Norway,NO,+47 67 03 15 55
BGU,FEFG,Bangassou Airport,"Bangassou, Central African Republic",4.7863693,22.779642,,,Central African Republic,CF,
BGV,,Bento Gonçalves Airport,"Bento Gonçalves, Rio Grande do Sul, Brazil",-29.19492,-51.18693,http://www.transportes.rs.gov.br/dap,,Brazil,BR,+55 54 3901-1219
BVI,YBDV,Birdsville Airport,"Birdsville, Queensland, Australia",-25.89304,139.34544,,Birdsville,Australia,AU,
YBI,,Black Tickle Airport (TC: CCE4),"Black Tickle, Newfoundland and Labrador, Canada",53.469242,-55.785313,,Black Tickle,Canada,CA,
BLS,YBLL,Bollon Airport,"Bollon, Queensland, Australia",-28.050543,147.48111,,Bollon,Australia,AU,
MJI,HLLM,Mitiga International Airport,"Tripoli, Libya",32.893585,13.275945,https://www.facebook.com/MitigaAirport/,Tripoli,Libya,LY,
MHW,SLAG,Monteagudo Airport,"Monteagudo, Bolivia",-19.817749,-63.96823,,Monteagudo,Bolivia,BO,
YIO,CYIO,Pond Inlet Airport,"Pond Inlet, Nunavut, Canada",72.69524,-77.95569,,Pond Inlet,Canada,CA,
MIA,KMIA,Miami International Airport,"Miami, Florida, United States",25.795864,-80.28705,http://www.miami-airport.com/,Miami,United States,US,+1 305-876-7000
EDA,,Edna Bay Seaplane Base,"Edna Bay, Alaska, United States",55.96629,-133.79672,,Craig,United States,US,
GCI,EGJB,Guernsey Airport,"Guernsey, Channel Islands, United Kingdom",49.434082,-2.5994887,http://www.guernsey-airport.gov.gg/,Guernsey,Guernsey,GG,+44 1481 237766
AKW,OIAG,Aghajari Airport,"Aghajari, Iran",30.74611,49.674446,,Omidiyeh,Iran,IR,+98 61 5257 3669
TRS,LIPQ,Trieste – Friuli Venezia Giulia Airport (Ronchi dei Legionari Airport),"Trieste, Friuli-Venezia Giulia, Italy",45.826645,13.470089,https://triesteairport.it/,Ronchi dei Legionari,Italy,IT,+39 0481 773224
LBV,FOOL,Libreville International Airport,"Libreville, Gabon",0.456963,9.409852,http://www.libreville-aeroport.com/,Libreville,Gabon,GA,+241 01 73 82 82
TRV,VOTV,Trivandrum International Airport,"Thiruvananthapuram, Kerala, India",8.48342,76.91982,http://www.aai.aero/allAirports/thiru_general.jsp,Thiruvananthapuram,India,IN,+91 471 270 2600
TRZ,VOTR,Tiruchirappalli International Airport,"Tiruchirappalli (Tiruchchirappalli), Tamil Nadu, India",10.760367,78.70887,https://www.aai.aero/en/airports/tiruchirapalli,Tiruchirappalli,India,IN,+91 431 234 0554
TSA,RCSS,Taipei Songshan Airport,"Taipei, Taiwan",25.067566,121.5527,http://www.tsa.gov.tw/,,Taiwan,TW,+886 2 8770 3460
TSB,FYTM,Tsumeb Airport,"Tsumeb, Namibia",-19.262175,17.728832,,Tsumeb,Namibia,NA,
TSC,SETH,Taisha Airport,"Taisha, Ecuador",0.0,0.0,,,,,
TSD,,Tshipise Airport,"Tshipise, South Africa",0.0,0.0,,,,,
TSE,UACC,Astana International Airport,"Astana, Kazakhstan",51.02807,71.4633,http://astanaairport.kz/,,Kazakhstan,KZ,+7 717 270 2999
TBG,AYTB,Tabubil Airport,"Tabubil, Papua New Guinea",-5.279679,141.22693,,Tabubil,Papua New Guinea,PG,
BQL,YBOU,Boulia Airport,"Boulia, Queensland, Australia",-22.910528,139.90125,http://www.boulia.qld.gov.au/aerodrome,Boulia,Australia,AU,+61 7 4746 3188
GIC,YBOI,Boigu Island Airport,"Boigu Island, Queensland, Australia",-9.232898,142.21675,,Boigu Island,Australia,AU,
ALF,ENAT,Alta Airport,"Alta, Norway",69.97791,23.346842,https://avinor.no/en/airport/alta-airport/,,Norway,NO,+47 67 03 49 00
ALH,YABA,Albany Airport,"Albany, Western Australia, Australia",42.74871,-73.8055,http://www.albanyairport.com/,,United States,US,+1 518-242-2200
ANO,FQAG,Angoche Airport,"Angoche, Mozambique",-16.181929,39.944008,,Angoche Island,Mozambique,MZ,
BEW,FQBR,Beira Airport,"Beira, Mozambique",-19.796824,34.9088,http://www.aeroportos.co.mz/,Cidade da Beira,Mozambique,MZ,+258 23 301 071
BGW,ORBI,Baghdad International Airport,"Baghdad, Iraq",33.267014,44.23116,http://www.baghdad-airport.com/,Baghdad,Iraq,IQ,+964 790 140 3537
HBH,,Entrance Island Seaplane Base (Hobart Bay) (FAA: 2Z1),"Entrance Island, Alaska, United States",57.41215,-133.4395,,Angoon,United States,US,+1 907-465-1786
ISA,YBMA,Mount Isa Airport,"Mount Isa, Queensland, Australia",-20.668505,139.49092,http://www.mountisaairport.com.au/,Mount Isa,Australia,AU,+61 7 4409 3000
LRE,YLRE,Longreach Airport,"Longreach, Queensland, Australia",-23.43782,144.27425,http://www.longreachairport.com.au/,Longreach,Australia,AU,+61 7 4658 3766
MYI,YMUI,Murray Island Airport,"Murray Island, Queensland, Australia",-9.913933,144.0536,,Murray Island,Australia,AU,
MJL,FOGM,Mouila Airport,"Mouila, Gabon",-1.8468255,11.055709,,Mouila,Gabon,GA,
BKO,GABS,Bamako–Sénou International Airport,"Bamako, Mali",12.540926,-7.947951,http://aeroports-mali.ml/,Bamako,Mali,ML,+223 20 20 27 01
MJM,FZWA,Mbuji Mayi Airport,"Mbuji-Mayi, Democratic Republic of the Congo",-6.1249275,23.571402,,Mbuji-Mayi,Democratic Republic of the Congo,CD,
MIC,KMIC,Crystal Airport,"Minneapolis / St Paul, Minnesota, United States",45.060722,-93.35554,https://www.metroairports.org/general-aviation/airports/crystal.aspx,Minneapolis,United States,US,+1 763-537-4096
MID,MMMD,Manuel Crescencio Rejón International Airport,"Mérida, Yucatán, Mexico",20.933842,-89.660446,http://www.asur.com.mx/,Mérida,Mexico,MX,+52 999 940 6090
LHG,YLRD,Lightning Ridge Airport,"Lightning Ridge, New South Wales, Australia",-29.453428,147.9809,,Lightning Ridge,Australia,AU,
ADX,EGQL,RAF Leuchars,"St Andrews, Scotland, United Kingdom",56.375908,-2.857591,http://www.raf.mod.uk/rafleuchars/aboutus/history.cfm,,United Kingdom,GB,
TSX,WRLT,Tanjung Santan Airport,"Tanjung Santan, Indonesia",-0.091489,117.44055,,,Indonesia,ID,
TTB,LIET,Tortolì Airport (Arbatax Airport),"Tortolì, Sardinia, Italy",39.922382,9.677404,https://www.facebook.com/airtortoliarbatax,,Italy,IT,+39 393 749 8041
AEH,FTTC,Abéché Airport,"Abéché, Chad",13.844667,20.849396,,Abeche,Chad,TD,
ASR,LTAU,Erkilet International Airport,"Kayseri, Turkey",38.77241,35.493206,http://www.kayseri.dhmi.gov.tr/havaalanlari/default.aspx?hv=27,,Turkey,TR,+90 352 337 52 44
AYN,ZHAY,Anyang Airport,"Anyang, Henan, China",0.0,0.0,,,,,
BHE,NZWB,Woodbourne Airport,"Blenheim, New Zealand",-41.51361,173.86736,https://www.omegarentalcars.com/blenheim-airport-car-rental/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=blenheim,Woodbourne,New Zealand,NZ,+64 3-573 5580
BHG,,Brus Laguna Airport,"Brus Laguna, Honduras",15.761854,-84.54245,,Brus Laguna,Honduras,HN,
BHJ,VABJ,Bhuj Airport / Bhuj Rudra Mata Air Force Base,"Bhuj, Gujarat, India",23.2856,69.67067,,Bhuj,India,IN,+91 2832 244 147
BHM,KBHM,Birmingham–Shuttlesworth International Airport,"Birmingham, Alabama, United States",33.562428,-86.75413,http://flybirmingham.com/,Birmingham,United States,US,+1 205-595-0533
BHN,OYBN,Beihan Airport,"Beihan, Yemen",14.782829,45.71983,,Bayhan al Qisab,Yemen,YE,
BHQ,YBHI,Broken Hill Airport,"Broken Hill, New South Wales, Australia",-31.99874,141.47012,https://www.brokenhill.nsw.gov.au/services/facilities/airport,Broken Hill,Australia,AU,
BHT,,Brighton Downs Airport,"Brighton Downs, Queensland, Australia",50.8356,-0.2941624,http://www.flybrighton.com/,,United Kingdom,GB,+44 1273 467373
BHU,VABV,Bhavnagar Airport,"Bhavnagar, Gujarat, India",21.75378,72.183426,,Bhavnagar,India,IN,+91 278 220 3113
BVL,SLBU,Baures Airport,"Baures, Bolivia",0.0,0.0,,,,,
EUA,NFTE,Eua Airport (Kaufana Airport),"Eua, Tonga",-21.377947,-174.95747,,,Tonga,TO,
HZK,BIHU,Húsavík Airport,"Húsavík, Iceland",65.95582,-17.419725,http://www.husavikairport.com/,,Iceland,IS,+354 464 1253
MKL,KMKL,McKellar–Sipes Regional Airport,"Jackson, Tennessee, United States",35.60245,-88.92146,http://mckellarsipes.com/,Jackson,United States,US,+1 731-423-0995
BXV,BIBV,Breiðdalsvík Airport,"Breiðdalsvík, Iceland",0.0,0.0,,,,,
BAC,,Barranca de Upia Airport,"Barranca de Upía, Colombia",4.56239,-72.96362,,,Colombia,CO,
BIA,LFKB,Bastia – Poretta Airport,"Bastia, Corsica, France",42.55438,9.481487,http://www.bastia.aeroport.fr/,,France,FR,
BID,KBID,Block Island State Airport,"Block Island, Rhode Island, United States",41.169292,-71.58013,http://blockisland.stateairportri.com/,New Shoreham,United States,US,+1 401-466-5511
BIE,KBIE,Beatrice Municipal Airport,"Beatrice, Nebraska, United States",40.29988,-96.74987,http://beatriceairport.com/,Beatrice,United States,US,+1 402-223-5349
YHI,CYHI,Ulukhaktok/Holman Airport,"Ulukhaktok, Northwest Territories, Canada",70.762794,-117.8061,,Ulukhaktok,Canada,CA,
BIJ,,Biliau Airport,"Biliau, Papua New Guinea",0.0,0.0,,,,,
YKL,CYKL,Schefferville Airport,"Schefferville, Quebec, Canada",54.80402,-66.805725,http://www.airinuit.com/,Schefferville,Canada,CA,+1 418-585-3325
MKO,KMKO,Davis Field,"Muskogee, Oklahoma, United States",27.841974,-82.71787,https://www.pinellas-park.com/,Pinellas Park,United States,US,+1 727-369-0700
MKW,WASR,Rendani Airport,"Manokwari, Indonesia",-0.893595,134.05046,,,Indonesia,ID,+62 986 211892
BIU,BIBD,Bíldudalur Airport,"Bíldudalur, Iceland",65.64167,-23.546482,,,Iceland,IS,
YKG,CYAS,Kangirsuk Airport,"Kangirsuk, Quebec, Canada",60.02758,-69.99959,http://www.airinuit.com/,Kangirsuk,Canada,CA,+1 819-935-4260
MKY,YBMK,Mackay Airport,"Mackay, Queensland, Australia",-21.170567,149.18077,http://www.mackayairport.com.au/,East Mackay,Australia,AU,+61 7 4957 0201
YAT,CYAT,Attawapiskat Airport,"Attawapiskat, Ontario, Canada",52.926556,-82.43047,,Attawapiskat,Canada,CA,+1 705-997-2158
YHK,CYHK,Gjoa Haven Airport,"Gjoa Haven, Nunavut, Canada",68.635704,-95.84991,,Gjoa Haven,Canada,CA,
BJF,ENBS,Båtsfjord Airport,"Båtsfjord, Norway",70.60274,29.691902,https://avinor.no/flyplass/batsfjord/kontakt-oss/kontakt,,Norway,NO,+47 67 03 52 00
BJI,KBJI,Bemidji Regional Airport,"Bemidji, Minnesota, United States",47.509243,-94.93291,http://bemidjiairport.org/,Bemidji,United States,US,+1 218-444-2438
CZH,,Corozal Airport,"Corozal, Belize",18.381605,-88.41196,,Ranchito,Belize,BZ,
HSC,,Shaoguan Guitou Airport,"Shaoguan, Guangdong, China",0.0,0.0,,,,,
MLI,KMLI,Quad City International Airport,"Moline, Illinois, United States",41.449635,-90.50827,http://qcairport.com/,Moline,United States,US,+1 309-764-9621
MLN,GEML,Melilla Airport,"Melilla, Spain",35.279724,-2.9568393,http://www.aena.es/es/aeropuerto-melilla/index.html,Melilla,Spain,ES,+34 913 21 10 00
YLS,,Lebel-sur-Quévillon Airport (TC: CSH4),"Lebel-sur-Quévillon, Quebec, Canada",49.03,-77.016945,,Lebel-sur-Quévillon,Canada,CA,
MLO,LGML,Milos Island National Airport,"Milos, Greece",36.69787,24.469734,,,Greece,GR,
MLP,RPMM,Malabang Airport,"Malabang, Philippines",7.6344423,124.09113,,Malabang,Philippines,PH,
MNJ,FMSM,Mananjary Airport,"Mananjary, Madagascar",-21.202877,48.358143,,Mananjary,Madagascar,MG,
MNL,RPLL,Ninoy Aquino International Airport / Villamor Air Base,"Manila, Philippines",14.516388,121.01925,http://www.paf.mil.ph/,Pasay,Philippines,PH,
MJQ,KMJQ,Jackson Municipal Airport,"Jackson, Minnesota, United States",32.309944,-90.075294,http://www.jmaa.com/,Jackson,United States,US,+1 601-939-5631
BAG,RPUB,Loakan Airport,"Baguio, Philippines",0.0,0.0,,,,,
BAH,OBBI,Bahrain International Airport,"Manama, Bahrain",26.269712,50.625988,http://www.bahrainairport.com/,Muharraq,Bahrain,BH,+973 8000 7777
BAV,ZBOW,Baotou Airport,"Baotou, Inner Mongolia, China",40.566456,110.0022,,Baotou,China,CN,
BAX,UNBB,Barnaul Airport,"Barnaul, Altai Krai, Russia",53.361263,83.547386,http://www.airaltay.ru/,Barnaul,Russia,RU,+7 385 254-30-09
BBR,TFFB,Baillif Airport,"Basse-Terre, Guadeloupe",16.013924,-61.743385,,Baillif,Guadeloupe,GP,
BBS,EGLK,Blackbushe Airport,"Yateley, England, United Kingdom",51.322723,-0.839332,http://www.blackbusheairport.co.uk/,,United Kingdom,GB,+44 1252 471300
BJL,GBYD,Banjul International Airport,"Banjul, Gambia",13.34406,-16.6522,http://www.banjulairport.com/,Yundum,The Gambia,GM,+220 447 3000
BJN,,Bajone Airport,"Bajone, Mozambique",0.0,0.0,,,,,
BJQ,,Bahja Airport,"Bahja, Oman",0.0,0.0,,,,,
BJT,,Bentota River Airport,"Bentota, Sri Lanka",6.429201,79.99496,,Bentota,Sri Lanka,LK,
BJV,LTFE,Milas–Bodrum Airport,"Milas / Bodrum, Turkey",37.248657,27.663992,http://www.milasbodrum.dhmi.gov.tr/,,Turkey,TR,+90 252 523 01 01
YMP,,Port McNeill Airport (TC: CAT5),"Port McNeill, British Columbia, Canada",50.572006,-127.02553,,Port McNeill,Canada,CA,+1 250-949-1932
MST,EHBK,Maastricht Aachen Airport,"Maastricht, Netherlands",50.913685,5.773359,http://www.maa.nl/,Maastricht-Airport,Netherlands,NL,+31 43 358 9898
YND,CYND,Gatineau-Ottawa Executive Airport,"Gatineau / Ottawa (ON), Quebec, Canada",45.52095,-75.56148,http://www.aeroportdegatineau.com/,Gatineau,Canada,CA,+1 819-663-0737
MSV,KMSV,Sullivan County International Airport,"Monticello, New York, United States",41.702564,-74.8009,http://co.sullivan.ny.us/?TabId=3203,Swan Lake,United States,US,+1 845-807-0273
DJG,DAAJ,Tiska Djanet Airport,"Djanet, Algeria",24.286697,9.460322,http://www.egsa-alger.dz/index.php?option=com_content&view=article&id=18&Itemid=20,Djanet,Algeria,DZ,+213 29 47 67 47
AAL,EKYT,Aalborg Airport,"Aalborg, Denmark",57.09692,9.856463,http://www.aal.dk/,Nørresundby,Denmark,DK,+45 98 17 11 44
ALT,SDWQ,Alenquer Airport,"Alenquer, Pará, Brazil",-1.93889,-54.7472,,Alenquer,Brazil,BR,
YNP,,Natuashish Airport (TC: CNH2),"Natuashish, Newfoundland and Labrador, Canada",0.0,0.0,,,,,
AYU,AYAY,Aiyura Airport,"Aiyura, Papua New Guinea",-6.340751,145.90532,,,Papua New Guinea,PG,
MSY,KMSY,Louis Armstrong New Orleans International Airport,"New Orleans, Louisiana, United States",29.9922,-90.25901,http://www.flymsy.com/,Kenner,United States,US,+1 504-464-0831
YNC,CYNC,Wemindji Airport,"Wemindji, Quebec, Canada",53.010612,-78.83098,http://www.wemindji.ca/,,Canada,CA,+1 819-978-0215
YXY,CYXY,Erik Nielsen Whitehorse International Airport,"Whitehorse, Yukon, Canada",60.714123,-135.07611,http://www.hpw.gov.yk.ca/whitehorse_airport.html,Whitehorse,Canada,CA,+1 867-667-8440
MTH,KMTH,Florida Keys Marathon Airport,"Marathon, Florida, United States",24.724998,-81.05141,http://www.monroecounty-fl.gov/index.aspx?NID=109,Marathon,United States,US,+1 305-289-6060
EPT,AYEL,Eliptamin Airport,"Eliptamin, Papua New Guinea",0.0,0.0,,,,,
MTJ,KMTJ,Montrose Regional Airport,"Montrose, Colorado, United States",38.50038,-107.89914,http://www.flymontrose.com/,Montrose,United States,US,+1 970-249-3203
EXI,,Excursion Inlet Seaplane Base,"Excursion Inlet, Alaska, United States",58.420498,-135.44904,,Excursion Inlet,United States,US,+1 907-465-1786
BAS,AGGE,Balalae Airport,"Balalae Island, Western, Solomon Islands",-7.4172115,155.56447,,,Solomon Islands,SB,
BMT,KBMT,Beaumont Municipal Airport,"Beaumont, Texas, United States",30.070204,-94.215096,https://www.beaumontmuni.com/,Beaumont,United States,US,+1 409-880-3725
BMV,VVBM,Buon Ma Thuot Airport,"Buon Ma Thuot, Vietnam",12.664714,108.117226,https://vietnamairport.vn/buonmathuotairport/,Thành phố Buôn Ma Thuột,Vietnam,VN,+84 262 3862 248
